# Combined results from the directory /RESULTS/primary/QqN1/results/
# M1	M2	r
1468	576	0.728959823682
1468	696	0.567422529724
1468	396	1.04536480592
1468	516	0.832613721818
1468	636	0.688477893605
1480	108	1.2070128536
1480	168	1.18111209964
1468	276	1.12840916432
1468	456	0.891583170069
1468	216	1.21952811663
1516	444	0.77940226144
1504	672	0.666180894085
1540	324	0.820883367493
1540	444	0.762949554357
1516	144	1.05247609009
1504	612	0.720346442767
1540	504	0.68936615862
1516	204	0.995312067373
1516	264	0.968259164359
1516	384	0.953236995258
1540	684	0.515161330407
1516	84	1.02538977818
1516	564	0.689845498676
1516	504	0.76744567833
1516	24	0.980280640764
1516	324	0.887204161469
1540	624	0.582661009745
1540	384	0.702492723282
1552	516	0.658725077323
1540	564	0.623828939245
1552	636	0.553092227508
1552	576	0.566005308798
1552	528	0.666059508042
1564	444	0.823232585211
1564	504	0.65504857702
1552	588	0.561135513436
1552	648	0.571082113261
1540	696	0.544065616079
1540	456	0.757687784078
1540	336	0.87890995878
1540	396	0.697241371348
1540	516	0.642162597186
1540	636	0.582661009745
1540	576	0.584589997055
1576	456	0.64648992735
1576	336	0.730450760211
1576	576	0.562780499113
1576	396	0.702438620356
1576	516	0.588507508364
1576	696	0.543569362617
1588	168	0.543630123956
1588	48	0.601442462904
1588	108	0.500368576268
1600	0	0.518220421799
1576	636	0.479377842717
1600	60	0.473877067539
1600	660	0.423528025212
1600	600	0.492825654525
1600	540	0.577427932329
1600	180	0.715255311391
1600	360	0.72282494136
1600	480	0.581195097818
1600	420	0.626442969107
1600	120	0.50664319624
1600	240	0.502785554335
1600	300	0.654759862255
1552	540	0.592808358828
1552	660	0.623322751131
1552	600	0.548965892381
1576	588	0.507140380904
1576	528	0.607820639269
1576	468	0.547786291547
1576	408	0.732606523986
1576	348	0.479660147875
1588	0	0.560133519385
1588	120	0.752426762988
1588	60	0.506543228696
1588	180	0.512719790143
1600	72	0.502785554335
1576	648	0.511962892837
1600	12	0.50664319624
1552	0	0.534361833081
1540	468	0.731391982822
1540	348	0.797171416143
1540	408	0.784005053284
1600	552	0.534147167147
1600	612	0.457207006496
1600	492	0.598154137787
1600	372	0.660426453589
1540	528	0.668376493923
1600	672	0.431006415796
1600	192	0.728503231257
1600	432	0.609466184838
1600	132	0.552989076589
1600	312	0.705795596155
1600	252	0.473877067539
1540	588	0.553248834545
1540	648	0.594251364263
1564	456	0.774765060539
1564	516	0.671136942051
1576	600	0.500730040742
1576	540	0.586362532579
1576	480	0.640041217106
1576	420	0.695977736846
1576	360	0.519162339506
1588	12	0.572518816153
1588	192	0.551880319382
1588	72	0.514779062529
1588	132	0.529199708829
1576	660	0.530921820102
1600	24	0.520150576441
1600	84	0.483508452788
1600	564	0.51911193485
1600	624	0.451589262329
1600	504	0.562364925239
1600	684	0.421658968296
1600	264	0.747437334067
1600	384	0.647206047467
1600	444	0.617010150255
1600	324	0.466175524486
1600	144	0.516290441892
1600	204	0.692556419175
1576	372	0.747700690286
1576	432	0.732606523986
1576	492	0.667996204804
1576	552	0.554211153543
1576	612	0.468711085982
1588	204	0.543630123956
1588	84	0.510660726244
1576	672	0.504067887599
1588	24	0.558069941178
1588	144	0.539506173206
1600	36	0.512431010014
1600	96	0.527872924043
1600	276	0.473877067539
1600	636	0.438488203585
1600	456	0.573661327025
1600	696	0.363834256663
1600	396	0.633991471176
1600	516	0.569895287166
1600	576	0.537907556319
1600	336	0.667983524456
1600	156	0.529803938692
1600	216	0.702012442707
1576	444	0.695977736846
1576	504	0.640041217106
1576	384	0.777908480741
1576	624	0.479377842717
1564	528	0.618310737245
1576	564	0.597089282659
1564	468	0.645859391924
1588	216	0.572518816153
1588	96	0.494195866385
1588	156	0.539506173206
1576	684	0.516701196922
1600	48	0.498928642101
1588	36	0.584910529377
1600	108	0.495072467571
1600	588	0.507842334763
1600	468	0.624556153874
1600	528	0.596269259224
1600	408	0.666094085034
1600	648	0.489073221035
1600	288	0.711471113306
1600	348	0.656648609673
1600	168	0.495072467571
1600	228	0.730396195847
1564	540	0.625195183307
1564	480	0.661942467485
1564	552	0.542711558575
1564	492	0.638969538617
424	192	8.37863519648
424	72	12.7481958761
424	132	10.3835810806
400	396	3.34016753181
400	408	0.0
400	336	6.30209126398
400	276	5.95779125848
400	216	7.07857286563
412	360	5.42099504352
412	300	5.6067578833
412	240	5.56547278954
412	180	8.36151090668
412	120	11.4945972792
412	60	13.1046915405
400	348	6.12762690373
400	288	5.98073979974
400	228	6.659949191
